2015.04.02. 22:09:59
NICK	SHOOTS	ENDPLANETS	ENDUNITS	PLANETSCAPTURED	PLANETSLOST	TOTAL
AI______	409	16	503	19	3	5357
Geri____	434	0	0	7	7	-133


2015.04.20. 17:50:15
NICK	SHOOTS	ENDPLANETS	ENDUNITS	PLANETSCAPTURED	PLANETSLOST	TOTAL
AI______	312	16	565	15	0	5421
Geri____	0	0	0	0	1	-150


2015.04.20. 17:56:53
NICK	SHOOTS	ENDPLANETS	ENDUNITS	PLANETSCAPTURED	PLANETSLOST	TOTAL
AI______	33	0	0	2	3	-233
Geri____	525	16	449	15	0	5411


